sentence,label
"画面很粗糙,动作很僵硬,声优很出戏,我很不想玩",negative
mlgb一星感觉都给多了，ctmd登了得半个小时没登上。,negative
作为一款音乐游戏音乐节奏都不对！太失败了！,negative
因违反评价条例规定被折叠,positive
因评价可能引起争执被折叠,negative
66666,positive
歌曲难度不算是太高，像我这样的手残玩家玩了几次，也能不太难的打出S。弹珠模式我最喜欢。,positive
还可以，衣服很容易买到,positive
"恕我直言！！！50级萌新一枚！！！是所有的歌舞蹈动作都是一样的吗！！！,端游貌似不是这样的吧！！",negative
"开启下载以后就下了，整整用了一节课的时间来下载，玩了不到15分钟就卸载了,原因如下：,1.没有端游的感觉，传统模式居然不是一开始介绍的，无法接受,2.人物好丑，商城一眼看过去衣服好丑,3.UI…一言难尽的感觉，太像是几年前的小游戏，整个游戏的主颜色主基调太单一,4.尬舞,综上所述，尽管有情怀，尽管捏脸凑合，也放弃了",negative
系统是不是出问题了，我的几千点券只剩几百了，问题是我明明都没有花……,positive
还是不错的,positive
因评价参考价值不足被折叠,negative
"出衣服速度贼快，中奖率感人，几千几百的甩下去都不出，有这钱我还不如在现实里面买套衣服呢。,啧,什么活动嘛,这种类型的游戏，男生本来就不多。就算有男生大部分也是女号（比如我）那来的迷之自信",negative
唉，会不会有服装分数加成啊？那就太可怕了,positive
因违反评价条例规定被折叠,negative
"星动：cgss,弹珠：reflecbeat,泡泡：osu(押忍！应援团)+synchronica",negative
说实话游戏体验真的不错，不管是社交（除了刷钻的）还是说游戏的操作性都挺舒服的。不过美中不足的是我一直不清楚有时候按下去没反应，失灵了给了我miss是有点懵，不知道是网络问题、手机问题还是游戏的问题了。,positive
希望衣服别太贵,positive
技能是真的毒……一首歌打下来ac了比断了的分还低，匹配把等级高的人的匹配到等级低的队伍里，那个技能一加打的再好都没啥卵用，反正人家有技能。,negative
作为老玩家，不给五星怎么行？期待你的到来！终于等到你！,positive
都是坑！,negative
可以这么说，玩过所有的游戏里面最垃圾的，几年前的节奏大师都吊着他打，这玩意儿脸没有楚留香选项多，音效还一der一der的，影响游戏和bug还有就是这几个按键真的可以去用一丢丢心改一下是真的丑还占屏幕，总之先吐槽这么多，如果是情怀的话我也只能给这点分了,negative
画面画质真不怎么样，不如学学cgss，如果你们能做到八成cgss的水平，我敢说营收能和飞车一拼，现在的游戏可以说是半成品，根本吸引不到人，如果能做到cgss的水平国内有着一大票的玩家，而且更加能吸引路人，看着预约的9.2掉到现在的6.4我也是很无奈，但是如果这样下去，不仅浪费了这么一个大好的ip，而且你们工作室在tx内部应该也不好过吧，tx内部的工作室竞争还是挺大的，加油吧，如果能优化改好，会改评分的，现在的炫舞真的是玩不下去,negative
"刚刚8.5分，现在7.8分，观望ing。,给五星往高拉一下分数，我是tx水军。,现在是7.5了。7.2了。7.0了。7.1了。又7.0了。6.9。6.8。6.7。,6.7记录于3月14日15点33分,（已玩过雷亚游戏，虽然如此，但我仍要体验一下，尽量做到不秒删）,（玩了一会后，手机热的不行，有些东西多余了，应该考虑做2d效果的，千元机还是不要玩了，太费手机了）,6.2记录于3月14日17点02分,6.4记录于3月14日17点51分,6.2记录于3月14日20点38分,6.1记录于3月15日6点19分,6.4记录于3月15日23点15分,（内容太丰富，节奏不在点上，是谁做的谱？击中音效能不能取消？还有就是暴气和技能能不能取消？我有一个氪金点，要不？）",positive
总体还是很不错的，就是我老是一卡一卡的，也不知道是个啥情况。,positive
关于船上那个洛璃，原来不是只有我一个人讨厌她，表示她每次说“用运气来什么东西，从不是冒险，因为，我就是你的幸运小天使呀”的时候，我都要吐槽一句，我真是倒了八辈子血霉了，有你这么个幸运小天使，怪不得我屁都抽不到，说实话这游戏的几率实在是低，每次抽奖基本都是染料金币和布料，顶多花种，充钱了给个鞋，再充给头发，然后继续充就是重复的三五个头发和鞋，等充上千，才会考虑给衣服，诱惑你继续充，总之集齐一套，除非家有矿可以一直充，新衣服出的特别快，以前的没有获得渠道，合成的话又要好多碎片，给的碎片还少的可怜，衣服立绘永远比穿在人物身上的漂亮，建议建模长点心吧，该有的特效还是有吧，别让美工辛苦积攒的人气败在这儿了，不值得，那么好吧我放弃衣服，权当玩这个游戏只为玩法和技术，不靠衣服，那么…爆气是什么鬼啊，虽然我不是技术玩家，但是每次排位我也看了，大部分都是P或者SP，明明很少C，更别说M，但是就是比不过那些爆气的，爆气的话越到后面也越没时间按，不然真的是分分钟C，所以取消爆气不行吗？这个游戏也是醉了，宠物四个紫球加两个金球十连抽都不怎么抽的中，顶多走狗屎运给个C级的我也认了，他妈的我玩了那么久，一个A宠都不给我就对了？不求S，好歹给个A啊，每次都是三五个十连抽以后给一个两个C，真是够了，死兔子你不累吗？逼死平民玩家就对了，我现在的衣服基本都是合成或者在商城话点券金币买，然后自己搭配，一个飞行印章，我觉得我得等到这游戏倒闭了才有可能集齐东西兑换，还有，可不可以开放个同性结婚或者养孩子的系统，这游戏已经严重男女比例失调了，死兔子你不知道吗？天天喇叭世界里都是聘夫，聘蓝颜，聘弟弟，各种聘，到底是相亲游戏还是跳舞游戏已经让人很怀疑了，貌似也是因为男玩家太少了，一个个男玩家都被惯的啊，各种无耻变态的本性都暴露出来了，真是玩个游戏让我认识那么多渣男啊，好吧好吧，我建个男号自己和自己玩，然后，死兔子，你还是想办法解决这些问题吧，不然绝对会把很多忠实玩家都作没了，祝好运，债见…,negative
中奖率能高点吗一套臻品两三千都不一定齐你良心不会痛吗,negative
没意思,negative
下不了！没用,negative
"这游戏我可以明确可以说是音游界第二失败的游戏，排位赛简直牛逼，完全是在玩赌博一样，第一简直是靠运气的来的，只有牛逼策划才会做出这种机制，其他游戏的排位赛是三分运气七分技术，这游戏则是二分技术八分运气，到了黄金全是靠运气上分，牛逼，其他游戏黄金轻轻松松过去，这游戏黄金则是如同爬喜马拉雅山一样难，你知道为什么那么难爬吗？就是因为脑残策划设计的爆分系统，没错，就是对面节奏大师的能量条的翻版，可是相比于对面能量条，这个爆分系统简直是在破坏游戏寿命。为什么？就是策划的爆分系统太tm牛逼了，一个爆分开启加上爆分技能，就可以让你像穿天猴一样极速升天，瞬间到第一，无论是基础加分还是完美加分技能都无法媲美这种操作，于是就导致现在排位完全是在玩心机，看谁按的好爆分谁就赢了。牛逼，真他妈牛逼这游戏，敢这样出这种系统的策划你咋不用于休闲局啊，啊，要不全模式都来爆分，直接把这游戏改名为心机炫舞好不好？,我告诉你们想要玩这游戏的玩家趁早离开这游戏吧，尤其是想常驻排位的人，这游戏绝对会让你脑出血，就是代练也别长期代这游戏，这游戏绝对让你亏本到死，还有送命的危险",negative
男性角色改后，感觉还没以前的好，美颜社里的嘴角弧度是笑着，但一看名片是哭着脸的，老版本就不是这样。望改回来。,positive
排位每局开始都要卡一下贼难过,positive
什么时候公布爆率,negative
在里面可以认识好多人加上每次有活动都出好多衣服很喜欢以前没玩过这样的游戏这炫舞真的很好,positive
总的来说还可以吧。给三星半。总之***的歌少弄点进来听不懂。没感觉。还有就是舞蹈动作很尴尬。这是尬舞吗？然后就是里面有一个歌，在事务所里面的星动模式。第二章03的歌。快要过半的时候。我无法按双连键。就是挤在一起一直按的那个。我反正按不起。反正我手机按不起。按下去。miss。还有就是手的光效太少了。服装有些不忍直视。老实说太难看了。,negative
"你来晚了,早点来，cgss还刚刚起步，cytus还没出2，其他大厂的音游还没上线,不过还好来晚了，腾讯也该让孩子们的压岁钱过个年了",negative
"游戏打一星，还有一星给模型（可能是原画吧）还比较符合我审美。,手感是真的差，新手都没玩完就不想玩了，还不如腾讯另一款音游节奏大师。,作为一个有端游基础，老玩家这么多的游戏，手游做成这样。。emm。",negative
先不说别的，就说开头动作和结尾动作，总感觉这一群游戏人物是特么从哪里跑出来的一群弱智，这设计师觉的很酷？不觉得自己是个2B？,negative
"主页面及细节卡顿,划键不灵，节奏大师都没事,有技能，不存在公平,男服装丑,没有怀旧的感觉",negative
